"","U1Trans","U1Rot","U1Scale","U1Cam"
"1",0.634725634725635,0.23013923013923,0.0458640458640459,0.0974610974610975
"2",0.61954261954262,0.178794178794179,0.116424116424116,0.0873180873180873
"3",0.645937813440321,0.0661985957873621,0.12938816449348,0.158475426278837
"4",0.435942282466113,0.241801486663752,0.0725841714035855,0.25054656755575
"5",0.558276199804114,0.0773751224289912,0.0910871694417238,0.275220372184133
