"","U1Trans","U1Rot","U1Scale","U1Cam","U2Trans","U2Rot","U2Scale","U2Cam","U3Trans","U3Rot","U3Scale","U3Cam"
"1",0.531062124248497,0,0,0,0.0220440881763527,0.0200400801603206,0,0.11623246492986,0.11623246492986,0.0961923847695391,0.094188376753507,0.30060120240481
"2",0.772663877266388,0.00139470013947001,0,0,0.0292887029288703,0.00139470013947001,0,0.209205020920502,0.147838214783821,0.00139470013947001,0.0878661087866109,0
"3",0.478481012658228,0,0,0.00253164556962025,0.237974683544304,0,0.0911392405063291,0.273417721518987,0.149367088607595,0,0.10379746835443,0
"4",0.0918032786885246,0,0.108196721311475,0,0.0754098360655738,0.0918032786885246,0.0491803278688525,0.0491803278688525,0.711475409836066,0,0.00655737704918033,0
"5",0.264331210191083,0,0.127388535031847,0.00318471337579618,0.25796178343949,0,0,0,0.694267515923567,0.00318471337579618,0,0.00318471337579618
"6",0.0118577075098814,0.00395256916996047,0.185770750988142,0.0434782608695652,0.814229249011858,0,0,0,0,0.0197628458498024,0,0.0948616600790514
"7",0.427055702917772,0,0,0.0610079575596817,0.774535809018568,0,0,0,0,0,0.122015915119363,0.0212201591511936
