"","U1totalTrans","U1totalRot","U1totalScale","U1totalCam","U2totalTrans","U2totalRot","U2totalScale","U2totalCam","allUsersTotalTrans","allUsersTotalRot","allUsersTotalScale","allUsersTotalCam"
"1",0.700834326579261,0.881974248927039,0.503597122302158,0.64,0.568533969010727,0.233905579399142,0.539568345323741,1,1.26936829558999,1.11587982832618,1.0431654676259,1.64
"2",0.757971014492754,0.888357256778309,0.271317829457364,0,0.384057971014493,0.247208931419458,0.728682170542636,1,1.14202898550725,1.13556618819777,1,1
"3",0.559440559440559,0.935344827586207,1,0.173913043478261,0.557109557109557,0.103448275862069,0,1,1.11655011655012,1.03879310344828,1,1.17391304347826
"4",1,1,1,1,0,0,0,0,1,1,1,1
"5",0.146586345381526,1,0.552631578947368,1,0.891566265060241,0.0262430939226519,0.447368421052632,0,1.03815261044177,1.02624309392265,1,1
"6",0.954225352112676,0.574898785425101,0.732824427480916,0.677290836653386,0.0862676056338028,0.469635627530364,0.297709923664122,0.541832669322709,1.04049295774648,1.04453441295547,1.03053435114504,1.2191235059761
