"","U1Trans","U1Rot","U1Scale","U1Cam","taskTotalLoad"
"1",0.312008978675645,0.0101010101010101,0.0549943883277217,0.151515151515152,0.529213483146067
"2",0.322112594312246,0.0342426001160766,0.0446894950667441,0.128264654672084,0.525551684088269
"3",0.258411843876178,0,0.10228802153432,0.0861372812920592,0.44743935309973
"4",0.176594253679047,0,0.058864751226349,0.122634898388227,0.357643758765778
"5",0.208588957055215,0.00153374233128834,0.130368098159509,0,0.341013824884793
