"","U1Trans","U1Rot","U1Scale","U1Cam","U2Trans","U2Rot","U2Scale","U2Cam","U3Trans","U3Rot","U3Scale","U3Cam","U4Trans","U4Rot","U4Scale","U4Cam","taskTotalLoad"
"1",0.142528735632184,0.0293103448275862,0.0293103448275862,0.0281609195402299,0.104597701149425,0.0954022988505747,0.0149425287356322,0.123563218390805,0.0902298850574713,0.0166666666666667,0.0770114942528736,0.0959770114942529,0.538505747126437,0.000574712643678161,0,0.0816091954022989,0.873490511788384
"2",0.339136490250696,0,0,0,0.160863509749304,0,0.00348189415041783,0,0,0.0431754874651811,0,0.0905292479108635,0.0236768802228412,0.00766016713091922,0.0661559888579387,0.0188022284122563,0.599303135888502
"3",0.0633802816901408,0.197965571205008,0.0657276995305164,0.0758998435054773,0.161189358372457,0.0485133020344288,0.0203442879499218,0.0805946791862285,0.0923317683881064,0.0438184663536776,0.0250391236306729,0.163536776212833,0.0312989045383412,0,0.0219092331768388,0.0125195618153365,0.696162881754111
"4",0,0.296489917849141,0,0.0806572068707991,0,0,0,0.301717699775952,0.00448095593726662,0,0.0739357729648992,0,0.393577296489918,0,0,0,0.766816143497758
