"","U1Trans","U1Rot","U1Scale","U1Cam","U2Trans","U2Rot","U2Scale","U2Cam","taskTotalLoad"
"1",0.180024660912454,0,0.0431565967940814,0.0850801479654747,0.103575832305795,0.0258939580764488,0.129469790382244,0.149198520345253,0.582716049382716
"2",0,0,0,0,0.239294710327456,0,0.224181360201511,0,0.464646464646465
"3",0.21978021978022,0.00732600732600733,0,0,0.402930402930403,0,0.172161172161172,0,0.680147058823529
"4",0.413373860182371,0,0.13677811550152,0,0.112462006079027,0,0.0395136778115502,0.0851063829787234,0.661585365853659
"5",0.319767441860465,0,0,0,0,0,0,0,0.32069970845481
"6",0.0692567567567568,0.300675675675676,0.00760135135135135,0.115709459459459,0.242398648648649,0,0.0878378378378378,0,0.621301775147929
"7",0.398591549295775,0.00140845070422535,0.0901408450704225,0,0.0197183098591549,0,0.00563380281690141,0.126760563380282,0.585331452750353
