"","U1Trans","U1Rot","U1Scale","U1Cam","U2Trans","U2Rot","U2Scale","U2Cam","U3Trans","U3Rot","U3Scale","U3Cam","U4Trans","U4Rot","U4Scale","U4Cam"
"1",0,0,0,0.325242718446602,0.355987055016181,0.0323624595469256,0,0.0323624595469256,0.0566343042071197,0.0420711974110032,0.268608414239482,0.00809061488673139,0.22168284789644,0,0,0.129449838187702
"2",0.433098591549296,0,0,0,0.140845070422535,0.235915492957746,0.073943661971831,0.0598591549295775,0,0.0352112676056338,0.147887323943662,0.21830985915493,0.0563380281690141,0.0211267605633803,0.0176056338028169,0.0246478873239437
"3",0.0746268656716418,0,0.115671641791045,0,0.291044776119403,0.0559701492537313,0.0485074626865672,0.0298507462686567,0.305970149253731,0,0,0,0.492537313432836,0,0.111940298507463,0
"4",0.344578313253012,0.027710843373494,0,0,0.221686746987952,0.144578313253012,0.0192771084337349,0.209638554216867,0.0879518072289157,0,0.0566265060240964,0,0.479518072289157,0,0,0
