"","U1Trans","U1Rot","U1Scale","U1Cam","U2Trans","U2Rot","U2Scale","U2Cam","U3Trans","U3Rot","U3Scale","U3Cam","taskTotalLoad"
"1",0.482644628099174,0,0,0,0.00165289256198347,0.0628099173553719,0,0.0793388429752066,0.196694214876033,0.00165289256198347,0.109090909090909,0.120661157024793,0.730132450331126
"2",0.527439024390244,0.00304878048780488,0,0,0,0.426829268292683,0,0,0.0487804878048781,0,0.0823170731707317,0,0.737003058103975
"3",0.173957273652085,0,0.111902339776195,0,0,0,0,0.14852492370295,0.17293997965412,0.0935910478128179,0,0.0356052899287894,0.559063136456212
"4",0.0424107142857143,0.0446428571428571,0.0334821428571429,0,0.0513392857142857,0.0357142857142857,0,0.0602678571428571,0.321428571428571,0,0.00669642857142857,0,0.498881431767338
"5",0.262390670553936,0.00291545189504373,0.0932944606413994,0,0.21865889212828,0,0,0,0.370262390670554,0.163265306122449,0,0,0.821637426900585
"6",0.00194552529182879,0,0.114785992217899,0.0408560311284047,0.464980544747082,0,0,0,0,0.143968871595331,0,0.0155642023346304,0.62962962962963
"7",0.143534994068802,0,0.00830367734282325,0.181494661921708,0.390272835112693,0,0.0189798339264531,0.103202846975089,0.036773428232503,0.0747330960854092,0.0533807829181495,0.00474495848161329,0.714964370546318
